0,1,2
0.0,2.0807077487334027,0.28600000000000003
1.0,0.07975068204768831,0.789
2.0,2.901622227084772,0.16900000000000004
3.0,3.8605070766006975,0.15000000000000002
4.0,11.095278629824406,0.0
5.0,0.11801241378634586,0.78
6.0,0.04347002374379372,0.839
7.0,2.44750663114246e-06,0.8109999999999999
8.0,2.7578506925997317,0.19299999999999995
9.0,-0.0002768038930298644,0.927
10.0,-2.9922820885985857e-05,0.888
11.0,-2.8215510610607453e-05,0.862
12.0,1.4749260991270603,0.372
13.0,-0.4512121526499868,0.967
14.0,0.22452512987138107,0.8069999999999999
15.0,0.5590070483281124,0.636
16.0,5.610727461436454,0.039000000000000035
17.0,0.2093195352845214,0.728
18.0,0.37270305922857005,0.702
19.0,1.6256548012288476,0.30500000000000005
20.0,1.0624078219898365,0.46299999999999997
21.0,0.5743879865713097,0.615
22.0,0.0005160294854249514,0.842
23.0,3.771730619391292,0.122
24.0,0.8771574580823653,0.469
25.0,0.4386464016656646,0.639
26.0,8.660601791682893,0.0030000000000000027
27.0,0.33734695812336213,0.649
28.0,-7.000621280894848e-06,0.877
29.0,0.3551348356627386,0.6819999999999999
30.0,0.8635115581564605,0.525
31.0,2.962395151099372,0.20099999999999996
32.0,0.42472946790076094,0.681
33.0,6.4765141060725,0.027000000000000024
34.0,2.702199587724408,0.19599999999999995
35.0,4.218923447268935,0.05400000000000005
36.0,3.653357434653117,0.125
37.0,1.7237898646271788e-06,0.862
38.0,2.24367591501732,0.31399999999999995
39.0,0.5745995552906606,0.603
40.0,7.355707569994138,0.02100000000000002
41.0,-0.00016882640511539648,0.904
42.0,0.11604014274917063,0.806
43.0,0.1794774838599551,0.776
44.0,-0.0001349194640170026,0.911
45.0,0.511772230524457,0.643
46.0,0.9680921938502252,0.43300000000000005
47.0,-2.8794836453016615e-05,0.855
48.0,-6.384335665643448e-05,0.921
49.0,0.7456878646030418,0.5660000000000001
50.0,-9.649957246438134e-05,0.91
51.0,2.6667626172611563,0.236
52.0,1.9422742934034432,0.29000000000000004
53.0,1.5880564506032897,0.273
54.0,4.016050120872478,0.09199999999999997
55.0,0.28292043668398037,0.6970000000000001
56.0,0.1145677022163909,0.77
57.0,0.5340460663715021,0.628
58.0,3.0625656108895782e-06,0.8280000000000001
59.0,0.0002950618663817295,0.823
60.0,1.3546183691169063,0.372
61.0,0.7237268512881201,0.5609999999999999
62.0,0.012618173158443824,0.899
63.0,8.007585437221223,0.007000000000000006
64.0,0.5954935732006561,0.6950000000000001
65.0,0.360823885614991,0.675
66.0,2.229792361017644,0.21499999999999997
67.0,-3.7898405480518704e-05,0.863
68.0,1.2699275670070165,0.41900000000000004
69.0,3.5238129372155527,0.14600000000000002
70.0,0.7456452685241857,0.5349999999999999
71.0,4.474765319173457e-06,0.877
72.0,0.4334988578357297,0.624
73.0,0.8851991662868386,0.565
74.0,1.9938480338155387,0.31899999999999995
75.0,1.055105014855144,0.5740000000000001
76.0,1.422935707664692,0.385
77.0,5.180072866810406,0.03700000000000003
78.0,2.2190139287999955,0.19499999999999995
79.0,0.6651803805061718,0.552
80.0,4.217441294654691,0.07599999999999996
81.0,8.208161227798428,0.013000000000000012
82.0,4.447748804118419,0.09599999999999997
83.0,1.7681841106032152,0.363
84.0,3.0320461555502334,0.15400000000000003
85.0,0.45135363664439865,0.71
86.0,1.424561134207579,0.368
87.0,2.9070224561569376,0.17200000000000004
88.0,2.972372292098953,0.19899999999999995
89.0,0.5221890995981084,0.69
90.0,0.15107837138475588,0.775
91.0,0.4993924762784445,0.638
92.0,1.139726601057646,0.529
93.0,0.8848001997725987,0.488
94.0,0.11888027313443672,0.793
95.0,3.6072114891453566,0.137
96.0,3.9689569640900118,0.04800000000000004
97.0,2.6177781380138185,0.247
98.0,1.1925619962871679,0.45899999999999996
99.0,1.1840070990238019,0.44599999999999995
100.0,5.036440090524593,0.06599999999999995
101.0,-2.2089075173425954e-06,0.885
102.0,-7.452956197084859e-06,0.887
103.0,4.261061540119044,0.10199999999999998
104.0,0.8096204452449456,0.591
105.0,-5.168988536752295e-06,0.884
106.0,5.0362975603334235,0.06799999999999995
107.0,5.174866567936533,0.03300000000000003
108.0,0.12738713533235568,0.756
109.0,4.103772963189385,0.06599999999999995
110.0,0.7406509412371634,0.5389999999999999
111.0,-1.8347714103583712e-06,0.8140000000000001
112.0,1.1121384789330477,0.53
113.0,3.4531116254302106,0.08199999999999996
114.0,-2.024374498432735e-05,0.855
115.0,1.2720006048352843,0.377
116.0,7.463078258419046,0.008000000000000007
117.0,-2.590864824014716e-05,0.912
118.0,0.5704430824735027,0.603
119.0,0.7477283832531612,0.536
120.0,0.9960789614533496,0.45399999999999996
121.0,1.503349703686581,0.42400000000000004
122.0,3.3959086751387986,0.14300000000000002
123.0,0.010945472301500558,0.812
124.0,2.5580086773193216,0.15400000000000003
125.0,0.7818285785747321,0.6
126.0,0.9190491732101691,0.504
127.0,3.5679588168272858,0.118
128.0,1.6618703770523098,0.37
129.0,6.355835466820281e-07,0.8109999999999999
130.0,0.4003966863765527,0.611
131.0,0.8104767768381862,0.44899999999999995
132.0,-2.3529099053121172e-05,0.857
133.0,0.1358451366368172,0.762
134.0,0.23990202375716763,0.733
135.0,0.01576211339533984,0.856
136.0,0.924951207936374,0.507
137.0,0.6270227590166542,0.565
138.0,1.4691916005835992,0.43200000000000005
139.0,-1.4367199582920875e-05,0.877
140.0,1.0407951794918517,0.46199999999999997
141.0,0.23079303322083433,0.759
142.0,1.7609677281166114,0.41500000000000004
143.0,0.393037754143279,0.679
144.0,1.987965568933305,0.279
145.0,1.20268621092373,0.43700000000000006
146.0,6.511612809845246e-06,0.86
147.0,0.21785146100228303,0.832
148.0,0.3669848573640593,0.673
149.0,3.1213450850264053,0.16200000000000003
150.0,0.3458343043948844,0.6759999999999999
151.0,4.007206160546957,0.08999999999999997
152.0,0.6805840135612016,0.61
153.0,0.18914150406681074,0.752
154.0,3.655994797104995,0.10299999999999998
155.0,0.26045881585196184,0.712
156.0,0.3791343261627844,0.6639999999999999
157.0,0.14071284749570623,0.752
158.0,4.42148257207009e-06,0.872
159.0,0.36051578075694124,0.6950000000000001
160.0,2.196476346743566,0.275
161.0,0.006118978395988961,0.864
162.0,1.5484685957621878,0.367
163.0,0.07677448104959694,0.832
164.0,0.7067115031240974,0.5329999999999999
165.0,0.9745853649633318,0.5609999999999999
166.0,0.414576392653089,0.69
167.0,2.3687170723937925,0.252
168.0,0.3011060258181715,0.714
169.0,0.5177450264827712,0.655
170.0,4.325499540108467,0.06999999999999995
171.0,-0.0002103157771671249,0.919
172.0,1.1844387795676994,0.43000000000000005
173.0,4.0994487071079675,0.129
174.0,0.9980360558852226,0.55
175.0,0.8648589072986397,0.546
176.0,0.0851282904841355,0.8220000000000001
177.0,2.8200899776297774,0.20699999999999996
178.0,1.5638683659508388,0.397
179.0,2.2290243331895,0.20299999999999996
180.0,1.6000659009187075,0.353
181.0,0.05129085373937414,0.833
182.0,3.395813360876673,0.15200000000000002
183.0,1.0355718976425123,0.46599999999999997
184.0,-1.2403684195305686e-06,0.836
185.0,1.8391978587051199,0.367
186.0,9.661991194921484,0.0030000000000000027
187.0,1.8973621050527072,0.379
188.0,0.44089048418527454,0.634
189.0,0.07976044453153008,0.808
190.0,0.6969288339023478,0.589
191.0,1.0828399596830423,0.44599999999999995
192.0,-2.33592618315015e-06,0.897
193.0,0.37751676377956755,0.669
194.0,-8.794635050435318e-06,0.881
195.0,3.203545949312229,0.18200000000000005
196.0,0.7015257087950886,0.565
197.0,0.9758625328258859,0.579
198.0,3.728591916352798,0.14800000000000002
199.0,3.18397316828532,0.22299999999999998
